coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod
"{'lon': 12.4839, 'lat': 41.8947}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 295.14, 'feels_like': 295.12, 'temp_min': 293.7, 'temp_max': 295.92, 'pressure': 1011, 'humidity': 66, 'sea_level': 1011, 'grnd_level': 1003}",10000,"{'speed': 2.06, 'deg': 150}",{'all': 0},1725586363,"{'type': 2, 'id': 2037613, 'country': 'IT', 'sunrise': 1725597679, 'sunset': 1725644146}",7200,3169070,Rome,200
"{'lon': -76.7936, 'lat': 17.997}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 302.68, 'feels_like': 307.96, 'temp_min': 301.02, 'temp_max': 302.68, 'pressure': 1013, 'humidity': 74, 'sea_level': 1013, 'grnd_level': 983}",10000,"{'speed': 6.69, 'deg': 140}",{'all': 20},1725586324,"{'type': 1, 'id': 7105, 'country': 'JM', 'sunrise': 1725533628, 'sunset': 1725578280}",-18000,3489854,Kingston,200
"{'lon': 139.6917, 'lat': 35.6895}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 304.7, 'feels_like': 310.05, 'temp_min': 302.9, 'temp_max': 305.81, 'pressure': 1010, 'humidity': 63, 'sea_level': 1010, 'grnd_level': 1009}",10000,"{'speed': 2.57, 'deg': 130}",{'all': 20},1725586350,"{'type': 2, 'id': 2001249, 'country': 'JP', 'sunrise': 1725567428, 'sunset': 1725613351}",32400,1850144,Tokyo,200
"{'lon': 35.945, 'lat': 31.9552}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 288.9, 'feels_like': 288.62, 'temp_min': 288.9, 'temp_max': 288.9, 'pressure': 1009, 'humidity': 80, 'sea_level': 1009, 'grnd_level': 919}",10000,"{'speed': 2.15, 'deg': 283, 'gust': 2.24}",{'all': 0},1725586530,"{'type': 1, 'id': 7523, 'country': 'JO', 'sunrise': 1725592496, 'sunset': 1725638070}",10800,250441,Amman,200
"{'lon': 71.446, 'lat': 51.1801}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 279.12, 'feels_like': 276.2, 'temp_min': 279.12, 'temp_max': 279.12, 'pressure': 1015, 'humidity': 100, 'sea_level': 1015, 'grnd_level': 972}",10000,"{'speed': 4, 'deg': 300}",{'1h': 0.43},{'all': 75},1725586589,"{'type': 1, 'id': 8820, 'country': 'KZ', 'sunrise': 1725582932, 'sunset': 1725630598}",18000,1526273,Nur-Sultan,200
"{'lon': 36.8167, 'lat': -1.2833}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 289.12, 'feels_like': 288.94, 'temp_min': 289.12, 'temp_max': 289.12, 'pressure': 1018, 'humidity': 83, 'sea_level': 1018, 'grnd_level': 838}",10000,"{'speed': 2.87, 'deg': 91, 'gust': 4.34}",{'all': 98},1725586320,"{'country': 'KE', 'sunrise': 1725593307, 'sunset': 1725636840}",10800,184745,Nairobi,200
"{'lon': 172.984, 'lat': 1.419}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 305.2, 'feels_like': 312.2, 'temp_min': 305.2, 'temp_max': 305.2, 'pressure': 1009, 'humidity': 70, 'sea_level': 1009, 'grnd_level': 1009}",10000,"{'speed': 3.6, 'deg': 90}",{'all': 40},1725586591,"{'type': 1, 'id': 7300, 'country': 'KI', 'sunrise': 1725560562, 'sunset': 1725604241}",43200,7521611,Tarawa,200
"{'lon': 125.7543, 'lat': 39.0339}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 299.96, 'feels_like': 301.26, 'temp_min': 299.96, 'temp_max': 299.96, 'pressure': 1012, 'humidity': 64, 'sea_level': 1012, 'grnd_level': 1008}",10000,"{'speed': 3.42, 'deg': 86, 'gust': 4.08}",{'all': 7},1725586592,"{'country': 'KP', 'sunrise': 1725570620, 'sunset': 1725616848}",32400,1871859,Pyongyang,200
"{'lon': 126.9778, 'lat': 37.5683}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 298.91, 'feels_like': 299.71, 'temp_min': 298.91, 'temp_max': 298.91, 'pressure': 1012, 'humidity': 83, 'sea_level': 1012, 'grnd_level': 1002}",10000,"{'speed': 5.14, 'deg': 80}",{'1h': 0.32},{'all': 100},1725586525,"{'type': 1, 'id': 8105, 'country': 'KR', 'sunrise': 1725570396, 'sunset': 1725616485}",32400,1835848,Seoul,200
"{'lon': 47.9783, 'lat': 29.3697}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 306.41, 'feels_like': 308.06, 'temp_min': 306.4, 'temp_max': 308.07, 'pressure': 1002, 'humidity': 43, 'sea_level': 1002, 'grnd_level': 999}",10000,"{'speed': 2.24, 'deg': 355, 'gust': 2.24}",{'all': 0},1725586594,"{'type': 2, 'id': 2036793, 'country': 'KW', 'sunrise': 1725589706, 'sunset': 1725635085}",10800,285787,Kuwait City,200
"{'lon': 74.59, 'lat': 42.87}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 285.26, 'feels_like': 283.65, 'temp_min': 285.26, 'temp_max': 285.26, 'pressure': 1010, 'humidity': 43, 'sea_level': 1010, 'grnd_level': 910}",10000,"{'speed': 1.72, 'deg': 59, 'gust': 0.38}",{'all': 97},1725586415,"{'type': 1, 'id': 8871, 'country': 'KG', 'sunrise': 1725582710, 'sunset': 1725629310}",21600,1528675,Bishkek,200
"{'lon': 102.6, 'lat': 17.9667}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,"{'temp': 299.12, 'feels_like': 299.12, 'temp_min': 299.12, 'temp_max': 299.12, 'pressure': 1004, 'humidity': 78, 'sea_level': 1004, 'grnd_level': 982}",8000,"{'speed': 1.03, 'deg': 320}",{'1h': 2.24},{'all': 40},1725586596,"{'type': 1, 'id': 9203, 'country': 'LA', 'sunrise': 1725576979, 'sunset': 1725621600}",25200,1651944,Vientiane,200
"{'lon': 24.0833, 'lat': 57}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 288.17, 'feels_like': 287.79, 'temp_min': 287.19, 'temp_max': 288.17, 'pressure': 1028, 'humidity': 79, 'sea_level': 1028, 'grnd_level': 1027}",10000,"{'speed': 1.03, 'deg': 0}",{'all': 0},1725586597,"{'type': 2, 'id': 2075320, 'country': 'LV', 'sunrise': 1725593804, 'sunset': 1725642455}",10800,456173,Rīga,200
"{'lon': 35.4944, 'lat': 33.8889}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 299.56, 'feels_like': 299.56, 'temp_min': 296.69, 'temp_max': 299.56, 'pressure': 1008, 'humidity': 69, 'sea_level': 1008, 'grnd_level': 1001}",8000,"{'speed': 1.03, 'deg': 120}",{'all': 20},1725586598,"{'type': 1, 'id': 7532, 'country': 'LB', 'sunrise': 1725592525, 'sunset': 1725638257}",10800,276781,Beirut,200
"{'lon': 27.4833, 'lat': -29.3167}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 282.3, 'feels_like': 282.3, 'temp_min': 282.3, 'temp_max': 282.3, 'pressure': 1019, 'humidity': 35, 'sea_level': 1019, 'grnd_level': 848}",10000,"{'speed': 0.86, 'deg': 73, 'gust': 0.93}",{'all': 0},1725586599,"{'country': 'LS', 'sunrise': 1725596337, 'sunset': 1725638289}",7200,932505,Maseru,200
"{'lon': -10.7969, 'lat': 6.3005}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 297.59, 'feels_like': 298.41, 'temp_min': 297.59, 'temp_max': 297.59, 'pressure': 1013, 'humidity': 89, 'sea_level': 1013, 'grnd_level': 1009}",8780,"{'speed': 5.64, 'deg': 219, 'gust': 8.12}",{'1h': 0.96},{'all': 100},1725586600,"{'country': 'LR', 'sunrise': 1725604530, 'sunset': 1725648467}",0,2274895,Monrovia,200
"{'lon': 13.1875, 'lat': 32.8752}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 301.97, 'feels_like': 304.18, 'temp_min': 301.97, 'temp_max': 301.97, 'pressure': 1010, 'humidity': 62, 'sea_level': 1010, 'grnd_level': 1007}",10000,"{'speed': 2.5, 'deg': 71, 'gust': 2.55}",{'all': 100},1725586602,"{'country': 'LY', 'sunrise': 1725597923, 'sunset': 1725643564}",7200,2210247,Tripoli,200
"{'lon': 9.5215, 'lat': 47.1415}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 290.18, 'feels_like': 290.31, 'temp_min': 288.14, 'temp_max': 290.69, 'pressure': 1012, 'humidity': 91, 'sea_level': 1012, 'grnd_level': 881}",10000,"{'speed': 0.89, 'deg': 113, 'gust': 1.34}",{'all': 83},1725586603,"{'type': 2, 'id': 2043024, 'country': 'LI', 'sunrise': 1725598089, 'sunset': 1725645158}",7200,3042030,Vaduz,200
"{'lon': 25.2798, 'lat': 54.6892}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 288.64, 'feels_like': 288.26, 'temp_min': 287.99, 'temp_max': 288.64, 'pressure': 1026, 'humidity': 77, 'sea_level': 1026, 'grnd_level': 1007}",10000,"{'speed': 2.06, 'deg': 70}",{'all': 0},1725586604,"{'type': 1, 'id': 1883, 'country': 'LT', 'sunrise': 1725593736, 'sunset': 1725641948}",10800,593116,Vilnius,200
"{'lon': 6.13, 'lat': 49.6117}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,"{'temp': 288.21, 'feels_like': 288.25, 'temp_min': 287.54, 'temp_max': 288.81, 'pressure': 1010, 'humidity': 95, 'sea_level': 1010, 'grnd_level': 974}",7000,"{'speed': 4.63, 'deg': 260}",{'1h': 2.82},{'all': 75},1725586418,"{'type': 2, 'id': 2018798, 'country': 'LU', 'sunrise': 1725598739, 'sunset': 1725646135}",7200,2960316,Luxembourg,200
"{'lon': 47.5361, 'lat': -18.9137}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 287.13, 'feels_like': 287.19, 'temp_min': 287.13, 'temp_max': 287.13, 'pressure': 1024, 'humidity': 100, 'sea_level': 1024, 'grnd_level': 883}",10000,"{'speed': 2.06, 'deg': 160}",{'all': 75},1725586581,"{'type': 1, 'id': 2136, 'country': 'MG', 'sunrise': 1725591213, 'sunset': 1725633791}",10800,1070940,Antananarivo,200
"{'lon': 33.7873, 'lat': -13.9669}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 290.36, 'feels_like': 289.49, 'temp_min': 290.36, 'temp_max': 290.36, 'pressure': 1018, 'humidity': 52, 'sea_level': 1018, 'grnd_level': 901}",10000,"{'speed': 0.49, 'deg': 132, 'gust': 0.98}",{'all': 60},1725586489,"{'country': 'MW', 'sunrise': 1725594373, 'sunset': 1725637229}",7200,927967,Lilongwe,200
"{'lon': 101.6865, 'lat': 3.1431}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 303.12, 'feels_like': 310.12, 'temp_min': 300.91, 'temp_max': 303.85, 'pressure': 1011, 'humidity': 81, 'sea_level': 1011, 'grnd_level': 997}",10000,"{'speed': 1.03, 'deg': 0}",{'all': 20},1725586565,"{'type': 2, 'id': 2089667, 'country': 'MY', 'sunrise': 1725577624, 'sunset': 1725621394}",28800,1733046,Kuala Lumpur,200
"{'lon': 73.5089, 'lat': 4.1748}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 302.12, 'feels_like': 307.59, 'temp_min': 302.12, 'temp_max': 302.12, 'pressure': 1012, 'humidity': 79, 'sea_level': 1012, 'grnd_level': 1012}",10000,"{'speed': 4.12, 'deg': 290}",{'all': 75},1725586609,"{'type': 1, 'id': 9232, 'country': 'MV', 'sunrise': 1725584357, 'sunset': 1725628183}",18000,1282027,Malé,200
"{'lon': -8, 'lat': 12.65}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 297.38, 'feels_like': 298.47, 'temp_min': 297.38, 'temp_max': 297.38, 'pressure': 1010, 'humidity': 100, 'sea_level': 1010, 'grnd_level': 971}",10000,"{'speed': 2.06, 'deg': 220}",{'1h': 0.36},{'all': 20},1725586610,"{'type': 1, 'id': 2354, 'country': 'ML', 'sunrise': 1725603683, 'sunset': 1725647972}",0,2460596,Bamako,200
"{'lon': 14.5147, 'lat': 35.8997}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 300.45, 'feels_like': 305.27, 'temp_min': 300.45, 'temp_max': 300.92, 'pressure': 1011, 'humidity': 94, 'sea_level': 1011, 'grnd_level': 1010}",10000,"{'speed': 2.06, 'deg': 120}",{'all': 40},1725586400,"{'type': 1, 'id': 6861, 'country': 'MT', 'sunrise': 1725597477, 'sunset': 1725643373}",7200,2562305,Valletta,200
"{'lon': 171.3803, 'lat': 7.0897}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 304.13, 'feels_like': 310.7, 'temp_min': 304.13, 'temp_max': 304.13, 'pressure': 1010, 'humidity': 70, 'sea_level': 1010, 'grnd_level': 1010}",10000,"{'speed': 1.03, 'deg': 20}",{'all': 40},1725586612,"{'type': 1, 'id': 7894, 'country': 'MH', 'sunrise': 1725560791, 'sunset': 1725604782}",43200,2113779,Majuro,200
"{'lon': -15.9785, 'lat': 18.0858}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 298.11, 'feels_like': 298.46, 'temp_min': 298.11, 'temp_max': 298.11, 'pressure': 1008, 'humidity': 69, 'sea_level': 1008, 'grnd_level': 1008}",10000,"{'speed': 8.73, 'deg': 331, 'gust': 10.23}",{'all': 100},1725586613,"{'type': 1, 'id': 2482, 'country': 'MR', 'sunrise': 1725605438, 'sunset': 1725650046}",0,2377450,Nouakchott,200
"{'lon': 57.4989, 'lat': -20.1619}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 293.94, 'feels_like': 294.5, 'temp_min': 293.94, 'temp_max': 295.05, 'pressure': 1023, 'humidity': 93, 'sea_level': 1023, 'grnd_level': 1022}",10000,"{'speed': 6.41, 'deg': 109, 'gust': 9.44}",{'all': 82},1725586614,"{'type': 2, 'id': 2091727, 'country': 'MU', 'sunrise': 1725588859, 'sunset': 1725631364}",14400,934154,Port Louis,200
"{'lon': -99.1277, 'lat': 19.4285}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 292.01, 'feels_like': 291.96, 'temp_min': 292.01, 'temp_max': 292.11, 'pressure': 1015, 'humidity': 77, 'sea_level': 1015, 'grnd_level': 764}",10000,"{'speed': 6.17, 'deg': 30}",{'1h': 0.76},{'all': 100},1725586364,"{'type': 2, 'id': 47729, 'country': 'MX', 'sunrise': 1725538943, 'sunset': 1725583683}",-21600,3530597,Mexico City,200
"{'lon': 158.1611, 'lat': 6.9248}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 302.56, 'feels_like': 309.56, 'temp_min': 302.56, 'temp_max': 302.62, 'pressure': 1011, 'humidity': 84, 'sea_level': 1011, 'grnd_level': 1000}",10000,"{'speed': 5.14, 'deg': 130}",{'all': 75},1725586616,"{'type': 1, 'id': 7907, 'country': 'FM', 'sunrise': 1725563968, 'sunset': 1725607949}",39600,2081986,Palikir,200
"{'lon': 28.8575, 'lat': 47.0056}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 288.67, 'feels_like': 288.86, 'temp_min': 288.67, 'temp_max': 290.39, 'pressure': 1016, 'humidity': 99, 'sea_level': 1016, 'grnd_level': 1001}",10000,"{'speed': 2.06, 'deg': 50}",{'all': 100},1725586617,"{'type': 2, 'id': 2002036, 'country': 'MD', 'sunrise': 1725593452, 'sunset': 1725640515}",10800,618426,Chișinău,200
"{'lon': 7.419, 'lat': 43.7314}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 294.12, 'feels_like': 293.94, 'temp_min': 293.4, 'temp_max': 296.16, 'pressure': 1010, 'humidity': 64, 'sea_level': 1010, 'grnd_level': 1006}",10000,"{'speed': 5.14, 'deg': 330}",{'all': 20},1725586617,"{'type': 1, 'id': 6515, 'country': 'MC', 'sunrise': 1725598796, 'sunset': 1725645459}",7200,2993457,Monaco,200
"{'lon': 106.8832, 'lat': 47.9077}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 284.22, 'feels_like': 283.11, 'temp_min': 284.22, 'temp_max': 284.22, 'pressure': 1011, 'humidity': 66, 'sea_level': 1011, 'grnd_level': 847}",10000,"{'speed': 0, 'deg': 0}",{'all': 0},1725586380,"{'type': 1, 'id': 9644, 'country': 'MN', 'sunrise': 1725574651, 'sunset': 1725621873}",28800,2028462,Ulaanbaatar,200
"{'lon': 19.2636, 'lat': 42.4411}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 296.03, 'feels_like': 296.15, 'temp_min': 296.03, 'temp_max': 296.03, 'pressure': 1013, 'humidity': 68, 'sea_level': 1013, 'grnd_level': 976}",10000,"{'speed': 2.57, 'deg': 320}",{'all': 40},1725586427,"{'type': 1, 'id': 7035, 'country': 'ME', 'sunrise': 1725596022, 'sunset': 1725642550}",7200,3193044,Podgorica,200
"{'lon': -6.8401, 'lat': 33.9911}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 290.19, 'feels_like': 290.56, 'temp_min': 290.19, 'temp_max': 290.19, 'pressure': 1008, 'humidity': 100, 'sea_level': 1008, 'grnd_level': 1001}",5000,"{'speed': 0, 'deg': 0}",{'all': 5},1725586621,"{'type': 1, 'id': 2402, 'country': 'MA', 'sunrise': 1725602686, 'sunset': 1725648412}",3600,2538474,Rabat,200
"{'lon': 32.5892, 'lat': -25.9653}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 292.16, 'feels_like': 291.89, 'temp_min': 292.16, 'temp_max': 292.16, 'pressure': 1019, 'humidity': 68, 'sea_level': 1019, 'grnd_level': 1011}",10000,"{'speed': 2.05, 'deg': 204, 'gust': 3.98}",{'all': 0},1725586622,"{'type': 2, 'id': 2030503, 'country': 'MZ', 'sunrise': 1725595006, 'sunset': 1725637170}",7200,1040652,Maputo,200
"{'lon': 96.1345, 'lat': 19.754}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 300.17, 'feels_like': 303.42, 'temp_min': 300.17, 'temp_max': 300.17, 'pressure': 1007, 'humidity': 85, 'sea_level': 1007, 'grnd_level': 993}",10000,"{'speed': 2.76, 'deg': 173, 'gust': 4.09}",{'all': 44},1725586623,"{'country': 'MM', 'sunrise': 1725578475, 'sunset': 1725623207}",23400,6611854,Naypyidaw,200
"{'lon': 17.0832, 'lat': -22.5594}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 285.99, 'feels_like': 283.98, 'temp_min': 285.99, 'temp_max': 285.99, 'pressure': 1018, 'humidity': 25, 'sea_level': 1018, 'grnd_level': 838}",10000,"{'speed': 0.45, 'deg': 180, 'gust': 0.89}",{'all': 0},1725586624,"{'type': 2, 'id': 2012613, 'country': 'NA', 'sunrise': 1725598622, 'sunset': 1725640995}",7200,3352136,Windhoek,200
"{'lon': 166.916, 'lat': -0.5472}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 301.61, 'feels_like': 305.72, 'temp_min': 301.61, 'temp_max': 301.61, 'pressure': 1009, 'humidity': 76, 'sea_level': 1009, 'grnd_level': 1009}",10000,"{'speed': 5.06, 'deg': 104, 'gust': 5.81}",{'all': 70},1725586625,"{'country': 'NR', 'sunrise': 1725562072, 'sunset': 1725605643}",43200,2110418,Yaren,200
"{'lon': 85.3167, 'lat': 27.7167}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 293.27, 'feels_like': 293.95, 'temp_min': 293.27, 'temp_max': 293.27, 'pressure': 1009, 'humidity': 100, 'sea_level': 1009, 'grnd_level': 849}",5000,"{'speed': 2.57, 'deg': 80}",{'all': 75},1725586540,"{'type': 1, 'id': 9201, 'country': 'NP', 'sunrise': 1725580803, 'sunset': 1725626070}",20700,1283240,Kathmandu,200
"{'lon': 4.8897, 'lat': 52.374}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 294.26, 'feels_like': 294.2, 'temp_min': 293.62, 'temp_max': 294.82, 'pressure': 1010, 'humidity': 68, 'sea_level': 1010, 'grnd_level': 1010}",10000,"{'speed': 5.14, 'deg': 60}",{'all': 0},1725586533,"{'type': 2, 'id': 2012552, 'country': 'NL', 'sunrise': 1725598831, 'sunset': 1725646638}",7200,2759794,Amsterdam,200
"{'lon': 174.7756, 'lat': -41.2866}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 288.07, 'feels_like': 287.26, 'temp_min': 287.96, 'temp_max': 288.07, 'pressure': 1016, 'humidity': 63, 'sea_level': 1016, 'grnd_level': 1004}",10000,"{'speed': 8.75, 'deg': 350}",{'all': 100},1725586628,"{'type': 2, 'id': 2080525, 'country': 'NZ', 'sunrise': 1725561473, 'sunset': 1725602470}",43200,2179537,Wellington,200
"{'lon': -86.2504, 'lat': 12.1328}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 300.84, 'feels_like': 305.78, 'temp_min': 300.84, 'temp_max': 300.84, 'pressure': 1010, 'humidity': 89, 'sea_level': 1010, 'grnd_level': 978}",10000,"{'speed': 2.06, 'deg': 100}",{'all': 40},1725586629,"{'type': 1, 'id': 7192, 'country': 'NI', 'sunrise': 1725536078, 'sunset': 1725580369}",-21600,3617763,Managua,200
"{'lon': 2.1098, 'lat': 13.5137}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 300.31, 'feels_like': 304.23, 'temp_min': 300.31, 'temp_max': 300.31, 'pressure': 1011, 'humidity': 89, 'sea_level': 1011, 'grnd_level': 984}",10000,"{'speed': 0, 'deg': 0}",{'all': 0},1725586631,"{'type': 1, 'id': 1188, 'country': 'NE', 'sunrise': 1725601231, 'sunset': 1725645572}",3600,2440485,Niamey,200
"{'lon': 7.4898, 'lat': 9.0574}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 295.23, 'feels_like': 295.9, 'temp_min': 295.23, 'temp_max': 295.23, 'pressure': 1012, 'humidity': 92, 'sea_level': 1012, 'grnd_level': 957}",8071,"{'speed': 1.24, 'deg': 306, 'gust': 1.36}",{'1h': 0.58},{'all': 100},1725586533,"{'type': 1, 'id': 1173, 'country': 'NG', 'sunrise': 1725600066, 'sunset': 1725644155}",3600,2352778,Abuja,200
